Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Net Income/Starting Line;Depreciation & Amortization;Provision for Loan Losses;Non-Cash Items;Change in Working Capital;Net Cash from Operating Activities;Change in Fixed Assets & Intangibles;Net Change in Loans & Interbank;Net Cash from Acquisitions & Divestitures;Net Cash from Investing Activities;Dividends Paid;Cash from (Repayment of) Debt;Cash from (Repurchase of) Equity;Net Cash from Financing Activities;Effect of Foreign Exchange Rates;Net Change in Cash
HWC;734515;USD;2022;FY;2022-12-31;2023-02-27;2025-02-27;86907407;86907407;524089000;45615000;-28399000;32777000;267939000;842021000;-15002000;1436566000;;662358000;-94458000;211359000;-58665000;-1341121000;;163258000
HWC;734515;USD;2023;FY;2023-12-31;2024-02-28;2026-02-27;86130000;86423000;392602000;46276000;59103000;103681000;-106413000;495249000;11680000;-921175000;;-295211000;-104697000;-716442000;;-203295000;;-3257000
HWC;734515;USD;2024;FY;2024-12-31;2025-02-27;2026-02-27;86346000;86648000;460815000;41714000;52167000;37442000;33604000;625742000;-2298000;661293000;;274756000;-130840000;-515814000;-37690000;-886790000;;13708000
IBCP;7962926;USD;2020;FY;2020-12-31;2021-03-05;2023-03-03;21977000;22221000;56152000;;12463000;-12204000;2273000;58684000;-855000;-41511000;;-553908000;-17618000;-19414000;-14216000;548625000;;53401000
IBCP;7962926;USD;2021;FY;2021-12-31;2022-03-04;2023-03-03;21585000;21807000;62895000;;-1928000;43685000;5502000;110154000;4258000;-205539000;;-563064000;-18155000;-3000;-17208000;443678000;;-9232000
IBCP;7962926;USD;2022;FY;2022-12-31;2023-03-03;2023-03-03;21866326;21866326;63351000;;5341000;37135000;-11195000;94632000;59551000;-605128000;;-424592000;-18565000;55997000;-3933000;294858000;;-35102000
IBKR;718957;USD;2020;FY;2020-12-31;2021-03-01;2023-02-24;319757156;322555632;1179000000;42000000;;-966000000;7813000000;8068000000;-50000000;;;-50000000;-315000000;85000000;1000000;-229000000;124000000;7913000000
IBKR;718957;USD;2021;FY;2021-12-31;2022-02-25;2024-02-27;392727500;395921356;1636000000;74000000;;10279000000;-6093000000;5896000000;-77000000;;;-188000000;-38000000;-92000000;-1000000;-523000000;-97000000;5088000000
IBKR;718957;USD;2022;FY;2022-12-31;2023-02-24;2025-02-27;392727500;395921356;1842000000;58000000;;-684000000;2752000000;3968000000;-69000000;;;-67000000;-40000000;-29000000;3000000;-470000000;-111000000;3320000000
IBKR;718957;USD;2023;FY;2023-12-31;2024-02-27;2026-02-27;419860200;423387508;2812000000;65000000;;-929000000;2596000000;4544000000;-49000000;;;-52000000;-42000000;-26000000;0;-624000000;122000000;3990000000
IBKR;718957;USD;2024;FY;2024-12-31;2025-02-27;2026-02-27;432448796;436011752;3407000000;67000000;;641000000;4609000000;8724000000;-49000000;;;-44000000;-92000000;-28000000;2000000;-833000000;-207000000;7640000000
IBTX;6767665;USD;2020;FY;2020-12-31;2021-03-01;2023-02-21;42754606;42754606;201209000;25399000;42993000;834062000;-949368000;154295000;-19113000;-1421441000;;-1471388000;-45265000;159403000;-5819000;2565910000;;1248817000
ICBK;9076269;USD;2020;FY;2020-12-31;2021-03-12;2021-03-12;6386339;6386339;5479000;1506000;2984000;9134000;-43255000;-24152000;2314000;;;-164779000;-2362000;154616000;-12218000;79420000;;-109511000
INBK;9076008;USD;2020;FY;2020-12-31;2021-03-15;2023-03-14;9840205;9842425;29453000;7831000;9325000;974633000;-1008174000;13068000;-25559000;-69869000;;-44809000;-2349000;9765000;;124186000;;92445000
INDB;6767501;USD;2020;FY;2020-12-31;2021-02-26;2023-02-28;33259643;33285289;121167000;27262000;52500000;-42320000;-93973000;64636000;-6491000;-511526000;;-488211000;-60840000;-122187000;2329000;1569237000;;1145662000
INDB;6767501;USD;2021;FY;2021-12-31;2022-02-28;2024-02-28;34872034;34888518;120992000;32824000;18205000;-49406000;67605000;190220000;-25031000;770008000;787301000;-63136000;-62736000;-604838000;1966000;816964000;;944048000
INDB;6767501;USD;2022;FY;2022-12-31;2023-02-28;2025-02-28;46372051;46389989;263813000;38799000;6500000;-30107000;142195000;421200000;-18728000;-329259000;;-1000474000;-93734000;-39063000;-137587000;-1308477000;;-1887751000
INDB;6767501;USD;2023;FY;2023-12-31;2024-02-28;2026-02-27;44181540;44193547;239502000;36102000;23250000;-20086000;-1774000;276994000;-15731000;-378735000;;-211650000;-98006000;1105000000;-186168000;-193947000;;-128603000
ISBA;12444291;USD;2023;FY;2023-12-31;2024-03-07;2026-03-13;7511591;7575492;18167000;1978000;629000;2672000;736000;24182000;-4064000;-85783000;;-26246000;-8216000;29030000;-1798000;-3188000;;-5252000
ISBA;12444291;USD;2024;FY;2024-12-31;2025-03-12;2026-03-13;7465343;7482374;13889000;2086000;1884000;266000;1512000;19637000;-2106000;-76862000;;-37866000;-8147000;-3234000;-1553000;9099000;;-9130000
ISBC;641029;USD;2020;FY;2020-12-31;2021-03-01;2022-03-01;235761457;235838808;221580000;22821000;70158000;578114000;-668376000;224297000;32215000;1275563000;7274000;1323290000;-119675000;-2574074000;-23920000;-1552070000;;-4483000
ISBC;641029;USD;2021;FY;2021-12-31;2022-03-01;2022-03-01;235935642;237415493;313333000;22925000;-48676000;250530000;-43332000;494780000;-10875000;-1501804000;391640000;-1150167000;-138607000;225253000;-2137000;772945000;;117558000
ISTR;9075990;USD;2020;FY;2020-12-31;2021-03-10;2023-03-08;10936220;10936220;13889000;7395000;11160000;-4314000;-10381000;17749000;-7590000;-124736000;-10809000;-148143000;-2686000;-11100000;-11066000;121067000;;-9327000
ISTR;9075990;USD;2021;FY;2021-12-31;2022-03-09;2024-03-07;10416145;10500302;8000000;4988000;22885000;9520000;-11912000;33481000;-3625000;86967000;8112000;53399000;;;;;;86880000
ISTR;9075990;USD;2022;FY;2022-12-31;2023-03-08;2025-03-12;10085758;10180709;35709000;4435000;2922000;2737000;-3055000;42748000;3636000;-225090000;-10865000;-350987000;;;;;;-308239000
JMSB;11819680;USD;2021;FY;2021-12-31;2022-03-23;2023-03-23;13581586;13879595;25461000;814000;3105000;1191000;1783000;32354000;-318000;-104035000;;-302999000;;-4000000;554000;237987000;;-32658000
JMSB;11819680;USD;2022;FY;2022-12-31;2023-03-23;2024-03-20;13931841;14084427;31803000;557000;175000;2629000;-2009000;33155000;-156000;-123038000;;-270872000;-2799000;7079000;3050000;193517000;;-44200000
JMSB;11819680;USD;2023;FY;2023-12-31;2024-03-20;2025-03-28;14076925;14147193;5158000;484000;;15938000;-3576000;18004000;-530000;-70345000;;144836000;-3108000;38500000;314000;-125434000;;37406000
JMSB;11819680;USD;2024;FY;2024-12-31;2025-03-28;2026-03-13;14172166;14206109;17121000;447000;-370000;530000;-469000;17259000;-483000;-11684000;;30965000;-3558000;-8000000;983000;-24760000;;23464000
JPM;243510;USD;2020;FY;2020-12-31;2021-02-23;2023-02-21;3082400000;3087400000;29131000000;8614000000;17480000000;152832000000;-287967000000;-79910000000;;-73819000000;;-261912000000;-12690000000;9597000000;-3447000000;596645000000;9155000000;263978000000
JPM;243510;USD;2021;FY;2021-12-31;2022-02-22;2024-02-16;2977300000;2981800000;48334000000;7932000000;-9256000000;297800000000;-266726000000;78084000000;;-55952000000;;-129344000000;-12858000000;14451000000;-13633000000;275993000000;-11508000000;213225000000
JPM;243510;USD;2022;FY;2022-12-31;2023-02-21;2025-02-14;2965800000;2970000000;37676000000;7051000000;6389000000;190348000000;-134345000000;107119000000;;-138354000000;;-137819000000;-13562000000;32357000000;-10596000000;-126257000000;-16643000000;-173600000000
JPM;243510;USD;2023;FY;2023-12-31;2024-02-16;2026-02-13;2938600000;2943100000;49552000000;7512000000;9320000000;98520000000;-151930000000;12974000000;;-1291000000;-9920000000;67643000000;-13463000000;22404000000;-9824000000;-25571000000;1871000000;56917000000
JPM;243510;USD;2024;FY;2024-12-31;2025-02-14;2026-02-13;2873900000;2879000000;58471000000;7938000000;10678000000;182437000000;-301536000000;-42012000000;;-43961000000;-2362000000;-163403000000;-14783000000;101037000000;-26180000000;63447000000;-12866000000;-154834000000
JUVF;141652;USD;2024;FY;2024-12-31;2025-03-26;2026-03-25;5001000;5010000;6229000;941000;534000;-1944000;-1965000;3795000;;-7994000;;9323000;-4400000;-25568000;29000;-31050000;;-17932000
KEY;378174;USD;2020;FY;2020-12-31;2021-02-22;2023-02-22;967783000;974807000;1343000000;111000000;1021000000;13642000000;-14444000000;1673000000;-63000000;211000000;-14922000000;-24721000000;-829000000;986000000;-126000000;23407000000;;359000000
KEY;378174;USD;2021;FY;2021-12-31;2022-02-22;2024-02-22;922970000;934729000;2625000000;32000000;-418000000;15992000000;-17078000000;1153000000;-62000000;337000000;-29000000;-15068000000;-823000000;-1581000000;-1117000000;13737000000;;-178000000
KEY;378174;USD;2022;FY;2022-12-31;2023-02-22;2025-02-21;924363000;933059000;1917000000;164000000;502000000;12316000000;-10430000000;4469000000;-92000000;157000000;-58000000;-10934000000;-854000000;16718000000;596000000;6439000000;;-26000000
KEY;378174;USD;2023;FY;2023-12-31;2024-02-22;2026-02-23;927217000;932759000;967000000;154000000;489000000;8647000000;-7354000000;2903000000;-137000000;151000000;;1417000000;-911000000;-6276000000;-37000000;-4266000000;;54000000
KEY;378174;USD;2024;FY;2024-12-31;2025-02-21;2026-02-23;949561000;949561000;-161000000;73000000;335000000;9529000000;-9112000000;664000000;-41000000;194000000;;5268000000;-927000000;-8358000000;10000000;-5130000000;;802000000
KRNY;7962810;USD;2023;FY;2023-06-30;2023-08-25;2025-08-21;64804000;64804000;40811000;6296000;2486000;135832000;-115876000;69549000;2125000;-435813000;;-417918000;;;;;;-348369000
KRNY;7962810;USD;2024;FY;2024-06-30;2024-08-23;2025-08-21;62444000;62444000;-86667000;5256000;6226000;198216000;-79060000;43971000;-1350000;80694000;;258122000;;;;;;302093000
KRNY;7962810;USD;2025;FY;2025-06-30;2025-08-21;2025-08-21;62508000;62716000;26075000;4881000;2366000;103364000;-111915000;24771000;-3367000;-66771000;;41109000;;;;;;65880000
LARK;130464;USD;2020;FY;2020-12-31;2021-03-22;2023-03-30;5773448;5778749;19493000;2589000;3300000;390765000;-401337000;14810000;7000;-179277000;;-104548000;-3633000;-3000000;-2307000;160862000;;71124000
LARK;130464;USD;2021;FY;2021-12-31;2022-03-22;2024-03-27;5777136;5777136;18011000;2598000;500000;335083000;-325033000;31159000;-723000;45922000;1568000;-56454000;-3818000;;22000;129690000;;104395000
LARK;130464;USD;2022;FY;2022-12-31;2023-03-30;2025-03-25;5777136;5777136;9878000;2580000;;143168000;-130846000;24780000;503000;-75299000;-2438000;-197159000;-4198000;10200000;-1239000;6322000;;-166057000
LARK;130464;USD;2023;FY;2023-12-31;2024-03-27;2026-04-14;6039164250;6042582000;12236000;3114000;349000;78547000;-81642000;12604000;-988000;-93211000;11192000;-50611000;-4390000;47462000;-23000;41952000;;3945000
LARK;130464;USD;2024;FY;2024-12-31;2025-03-25;2026-04-14;6045958800;6052496100;13003000;2499000;2300000;82665000;-86231000;14236000;2380000;-102276000;16487000;-18105000;-4612000;-11616000;-338000;-2957000;;-6826000
LBAI;7962620;USD;2020;FY;2020-12-31;2021-03-08;2023-02-28;50540000;50650000;57518000;1025816;27222000;112251000;-6201786;84991000;-7489000;-876021000;;-928022000;-25457000;-145301181;-1452000;830750000;;-12281000
LBAI;7962620;USD;2021;FY;2021-12-31;2022-02-28;2024-02-28;50624000;50870000;95041000;868277;-10896000;61889000;-801225;94272000;-4573000;49762000;;-615290000;-27119000;59283569;0;479458000;;-41560000
LBAI;7962620;USD;2022;FY;2022-12-31;2023-02-28;2024-02-28;50477000;50477000;107369000;2348305;8514000;85841000;-27064248;124696000;-6432000;-704902000;326236000;-651861000;-37334000;0;;534585000;;7420000
LBAI;7962620;USD;2023;FY;2023-12-31;2024-02-28;2024-02-28;65039000;65217000;84740000;2032477;13052000;61641000;276385;115605000;-5069000;-248532000;;-290572000;-38071000;299693911;;259672000;;84705000
LBC;7962858;USD;2020;FY;2020-12-31;2021-03-11;2022-03-14;53216000;53216000;39912000;2685000;;30030000;-7624000;65003000;-1407000;172366000;;214389000;-12314000;-171955000;-36135000;-191856000;;87536000
LBC;7962858;USD;2021;FY;2021-12-31;2022-03-14;2023-02-22;51619412;51619412;87753000;2561000;;14016000;2391000;106721000;-434000;-277508000;;-337792000;-18446000;-55100000;-8844000;190623000;;-40448000
LBC;7962858;USD;2022;FY;2022-12-31;2023-02-22;2023-02-22;50832609;51962222;80198000;2949000;;21195000;-19418000;84924000;-520000;-741862000;;-759751000;-24628000;456500000;-9734000;722309000;;47482000
LC;778892;USD;2022;FY;2022-12-31;2023-02-09;2025-02-13;100320691;108096823;289685000;43831000;267326000;-195708000;-29566000;375568000;-69481000;-2599440000;;-2809800000;;-452343000;;2795130000;;360898000
LEVL;9076279;USD;2020;FY;2020-12-31;2021-03-12;2022-03-11;7627000;7686000;20413000;2462000;11872000;518855000;-564388000;-10786000;-1289000;-271648000;-29464000;-369124000;-1948000;-41820000;23467000;540051000;;160141000
LEVL;9076279;USD;2021;FY;2021-12-31;2022-03-11;2022-03-11;7565000;7706000;32478000;2270000;-725000;469208000;-448923000;54308000;-671000;76448000;;-39789000;-3631000;-22002000;1920000;51556000;;66075000
LMST;12442278;USD;2020;FY;2020-12-31;2021-02-26;2023-02-28;7435381;7435381;9005000;2986000;4400000;3781000;873000;21045000;-879000;-37912000;;-38346000;;-37841000;;54791000;;37490000
LMST;12442278;USD;2021;FY;2021-12-31;2022-02-25;2023-02-28;7481436;7481436;14909000;4677000;1150000;5388000;-3834000;22290000;-568000;-45164000;;-100731000;;-710000;;88351000;;9910000
LMST;12442278;USD;2022;FY;2022-12-31;2023-02-28;2023-02-28;7505556;7505556;18342000;1873000;80000;6660000;-1861000;25094000;-214000;-109099000;;-98454000;-1527000;49803000;;40392000;;-32968000
LOB;6767799;USD;2020;FY;2020-12-31;2021-02-25;2023-02-23;40677496;41771250;59543000;25047000;40658000;-325429000;-60816000;-260997000;-11922000;750000;-895000;-2619461000;;;;;;-2880458000
LOB;6767799;USD;2021;FY;2021-12-31;2022-02-24;2024-02-22;43169935;45071304;166995000;27827000;15210000;-332171000;2422000;-119717000;5990000;1750000;;-149803000;;;;;;-269520000
LOB;6767799;USD;2022;FY;2022-12-31;2023-02-23;2025-03-18;43862291;44906310;176208000;20779000;40943000;-98633000;-14812000;124485000;-43751000;-16015000;112468000;-1442344000;;;;;;-1317859000
LOB;6767799;USD;2023;FY;2023-12-31;2024-02-22;2026-02-27;44353708;45094879;73898000;21271000;51323000;898287000;-859884000;184895000;-28151000;-1187158000;-19597000;-1339746000;;;;;;-1154851000
LOB;6767799;USD;2024;FY;2024-12-31;2025-03-18;2026-02-27;45009567;45820321;77417000;23282000;96212000;999016000;-1039147000;156780000;3656000;-1572657000;-7097000;-1699413000;;;;;;-1542633000
MBCN;9075874;USD;2020;FY;2020-12-31;2021-03-12;2022-03-15;6379323;6379323;8349000;1674000;9840000;-3256000;-1525000;15082000;-1050000;-127874000;;-135325000;-3834000;-1797000;-1179000;197547000;;77304000
MBCN;9075874;USD;2021;FY;2021-12-31;2022-03-15;2023-03-15;6186666;6211076;18633000;1741000;700000;-4494000;-1158000;15422000;-605000;127294000;;70886000;-4240000;-4204000;-12197000;-79231000;;7077000
MBCN;9075874;USD;2022;FY;2022-12-31;2023-03-15;2024-03-28;6373282;6373282;15673000;-1000;;1931000;684000;18287000;-719000;-55864000;18406000;-8610000;-5490000;64769000;-6119000;-75362000;;-65685000
MBCN;9075874;USD;2023;FY;2023-12-31;2024-03-28;2025-03-13;8103230;8126013;17368000;951000;3002000;-249000;1284000;22356000;-1096000;-129220000;;-126542000;-6864000;97803000;-4506000;111213000;;7027000
MBCN;9075874;USD;2024;FY;2024-12-31;2025-03-13;2025-03-13;8075300;8086098;15519000;953000;2008000;597000;-1609000;17468000;-680000;-41292000;;-43289000;-6457000;9198000;-1055000;20777000;;-5044000
MBIN;6767775;USD;2020;FY;2020-12-31;2021-03-05;2023-03-16;64670612;64750670;180533000;1896000;11838000;83690506000;-84693031000;-808258000;-3623000;-2573733000;6470000;-2598858000;-23671000;1166816000;;3080135000;;-326981000
MBIN;6767775;USD;2021;FY;2021-12-31;2022-03-04;2024-03-12;43172078;43325303;227104000;2191000;5012000;-329563000;6086000;-89170000;-3645000;60775463000;;-434308000;-31235000;-314302000;149459000;1376364000;;852886000
MBIN;6767775;USD;2022;FY;2022-12-31;2023-03-16;2025-02-28;43164477;43316904;219721000;2485000;17295000;25687542000;-25368206000;558837000;-8818000;-1274343000;-14590000;-2445914000;-38067000;-103562000;133524000;1080627000;;-806450000
MBIN;6767775;USD;2023;FY;2023-12-31;2024-03-12;2026-02-27;43224042;43345799;279234000;2852000;40231000;22027261000;-22753643000;-404065000;-7528000;-2296790000;-18762000;-3212418000;-48506000;33132000;;3974741000;;358258000
MBIN;6767775;USD;2024;FY;2024-12-31;2025-02-28;2026-02-27;44855100;45004786;320386000;3014000;24278000;29241672000;-30114266000;-524916000;-18391000;-1017873000;-193895000;-1184637000;-51167000;3421197000;268359000;1601741000;;-107812000
MBWM;815912;USD;2020;FY;2020-12-31;2021-03-05;2023-03-03;16268689;16269319;44138000;9425000;14050000;-19798000;-9938000;37877000;-8289000;-341461000;0;-398806000;-17930000;40000000;-5725000;753204000;;392275000
MBWM;815912;USD;2021;FY;2021-12-31;2022-03-04;2024-03-01;15696204;15696451;59021000;13678000;-4300000;10814000;-14640000;64573000;-5406000;-267899000;-2679000;-495507000;-18524000;53635000;-20405000;780088000;;349154000
MBWM;815912;USD;2022;FY;2022-12-31;2023-03-03;2025-03-03;15696204;15696451;61063000;12945000;6550000;13382000;25922000;119862000;-2948000;-462146000;;-554999000;-19602000;-51092000;948000;-443251000;;-878388000
MBWM;815912;USD;2023;FY;2023-12-31;2024-03-01;2026-02-27;16015678;16015678;82217000;11496000;7700000;-14533000;-20267000;66613000;-6156000;-387283000;0;-395932000;-21004000;159647000;936000;363080000;;33761000
MBWM;815912;USD;2024;FY;2024-12-31;2025-03-03;2026-02-27;16130696;16130696;79593000;10505000;7400000;3119000;501000;101118000;-8240000;-299995000;0;-425436000;-22473000;-80827000;860000;586795000;;262477000
MCB;9075824;USD;2020;FY;2020-12-31;2021-03-08;2023-02-28;8221429;8398444;39466000;4603000;9488000;713000;33000000;87270000;-3913000;-464943000;;-489035000;;-150008000;;876850000;;475085000
MCBC;745864;USD;2020;FY;2020-12-31;2021-02-18;2022-02-17;34120275;34120275;30165000;2621000;3000000;-3173000;-2038000;30575000;-2082000;-46496000;;-63616000;-10880000;10000000;-85861;544327000;;511286000
MCBC;745864;USD;2021;FY;2021-12-31;2022-02-17;2023-02-16;34229664;34229664;29014000;2724000;-2050000;4785000;1451000;35924000;-823000;320869000;;69401000;-10895000;-5619000;-130179;262727000;;368052000
MCBC;745864;USD;2022;FY;2022-12-31;2023-02-16;2024-02-15;34229664;34229664;34731000;1558000;-1125000;1736000;-2100000;34800000;-796000;-68234000;;-402480000;-10915000;-55000000;-206551;-28938000;;-396618000
MCBC;745864;USD;2023;FY;2023-12-31;2024-02-15;2024-02-15;34301650;34301650;43224000;316000;550000;311000;-601000;43800000;-439000;-160507000;;-137778000;-11285000;;-143209;-210840000;;-304818000
MCBS;10656490;USD;2020;FY;2020-12-31;2021-03-15;2023-03-10;25629577;25798549;36394000;2929000;3467000;223081000;-123313000;142558000;922000;-461580000;;-477864000;-10285000;47354000;;209581000;;-125725000
MCBS;10656490;USD;2021;FY;2021-12-31;2022-03-11;2024-03-11;25602075;25788781;61701000;2809000;6929000;124506000;-130512000;65433000;602000;-889260000;;-930551000;-11792000;389976000;-5544000;1155771000;;290653000
MCBS;10656490;USD;2022;FY;2022-12-31;2023-03-10;2025-03-10;25409654;25688696;62602000;3875000;-2767000;28443000;-54391000;37762000;-2313000;-547457000;;-554884000;-15290000;-125067000;-8195000;255266000;;-261856000
MCBS;10656490;USD;2023;FY;2023-12-31;2024-03-11;2026-03-16;25205489;25518516;51613000;2687000;-15000;74027000;-46213000;82099000;-822000;-110362000;;-110265000;-18200000;-50392000;-2020000;-6514000;;-34680000
MCBS;10656490;USD;2024;FY;2024-12-31;2025-03-10;2026-03-16;25283345;25582121;64504000;2960000;516000;72788000;-77267000;63501000;-22000;7655000;;5868000;-21051000;50000000;890000;35701000;;105070000
MFA;761717;USD;2020;FY;2020-12-31;2021-02-23;2023-02-24;28252063;28252063;-679390000;;;2239561000;-10873000;1549298000;-15060000;348286000;;4872606000;-143304000;-5733073000;245647000;-5735049000;;686855000
MFA;761717;USD;2021;FY;2021-12-31;2022-02-23;2024-02-22;28252063;28252063;328870000;;;-198638000;7571000;137803000;;-2504070000;6121000;-2184538000;-189015000;1909589000;-83766000;1629663000;;-417072000
MFA;761717;USD;2022;FY;2022-12-31;2023-02-24;2025-02-20;113008250;113008250;-231581000;;;358808000;228122000;355349000;;-1328139000;;-1115928000;-216910000;1184641000;-101128000;850213000;;89634000
MFA;761717;USD;2023;FY;2023-12-31;2024-02-22;2026-02-20;102215000;103578000;80164000;;;82187000;-53612000;108739000;;-1123500000;;-1549590000;-175978000;1623559000;-7000;1434981000;;-5870000
MFA;761717;USD;2024;FY;2024-12-31;2025-02-20;2026-02-20;103489000;105102000;119251000;;;63557000;17312000;200120000;;106950000;;-424597000;-176746000;550883000;-1572000;337578000;;113101000
MGI;6767807;USD;2020;FY;2020-12-31;2021-02-22;2023-02-24;77800000;77800000;-7900000;64400000;;37200000;3100000;96800000;-40800000;-541600000;;-581700000;;459400000;;886300000;;401400000
MGI;6767807;USD;2021;FY;2021-12-31;2022-02-25;2023-02-24;89700000;89700000;-37900000;57000000;;87100000;-69100000;37100000;-41400000;-768000000;;-811100000;;-209600000;90900000;745600000;;-28400000
MGI;6767807;USD;2022;FY;2022-12-31;2023-02-24;2023-02-24;96400000;100100000;34200000;51700000;;45200000;-45400000;85700000;-53800000;-956400000;;-1013600000;;11800000;;548200000;;-379700000
MLVF;1249732;USD;2021;FY;2021-09-30;2022-01-10;2022-12-27;7548958;7550766;-92000;630000;11176000;22073000;-19031000;14756000;-133000;79841000;;58014000;;-44225000;72000;2381000;;75151000
MLVF;1249732;USD;2022;FY;2022-09-30;2022-12-27;2022-12-27;7563648;7564212;6951000;627000;;7304000;-8982000;5900000;-81000;101254000;;73633000;;-10000000;;-162856000;;-83323000
MNSB;10656674;USD;2020;FY;2020-12-31;2021-02-12;2022-03-23;8131334;8131334;15717000;1746000;3610000;-230000;-3827000;17016000;-1229000;-260932000;;-313786000;-635000;-40000000;13466000;339454000;;42684000
MNSB;10656674;USD;2021;FY;2021-12-31;2022-03-23;2023-03-23;7559310;7559310;22171000;1893000;-1175000;1514000;12699000;37102000;-1727000;-52353000;;-37229000;-2156000;-172227000;;-14202000;;-14329000
MOFG;7962982;USD;2020;FY;2020-12-31;2021-03-11;2023-03-13;16102000;16110000;6623000;4555000;28369000;-21559000;-8829000;9159000;1478000;-24249000;;-867441000;-14175000;68359000;-4624000;867457000;;9175000
MOFG;7962982;USD;2021;FY;2021-12-31;2022-03-10;2024-03-08;15876727;15905035;69486000;1566000;-7336000;49221000;-1383000;111554000;745000;251856000;;-428318000;-14282000;-103410000;-11554000;437935000;;121171000
MOFG;7962982;USD;2022;FY;2022-12-31;2023-03-13;2025-03-11;16074000;16074000;60835000;10162000;4492000;99718000;-84879000;90328000;-1839000;-312562000;31375000;-273269000;-14870000;192800000;-2725000;65546000;;-117395000
MOFG;7962982;USD;2023;FY;2023-12-31;2024-03-08;2025-03-11;15678045;15724842;20859000;12572000;5849000;67333000;-44043000;62570000;-2631000;-290174000;;129728000;-15216000;-107792000;;-197006000;;-4708000
MOFG;7962982;USD;2024;FY;2024-12-31;2025-03-11;2025-03-11;17029837;17029837;-60289000;7697000;8782000;197228000;-90234000;63184000;863000;-143644000;-28621000;312303000;-16509000;-344795000;118890000;-252319000;;123168000
MS;86439;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;1603000000;1624000000;11179000000;3769000000;761000000;-4014000000;-36926000000;-25231000000;-1444000000;-17949000000;3807000000;-37898000000;-2739000000;13036000000;-1890000000;83784000000;2828000000;23483000000
MS;86439;USD;2021;FY;2021-12-31;2022-02-24;2024-02-22;1751000000;1785000000;15120000000;4216000000;4000000;-15233000000;29864000000;33971000000;-2308000000;-36106000000;-2648000000;-49897000000;-4171000000;19524000000;-10800000000;41547000000;-3550000000;22071000000
MSBI;7962854;USD;2023;FY;2023-12-31;2024-02-23;2026-03-02;22115869;22124402;61155000;9536000;82560000;3302000;-3195000;153358000;32272000;72877000;-239597000;-74800000;-35486000;2709000;-16228000;-104128000;;-25570000
MSBI;7962854;USD;2024;FY;2024-12-31;2025-07-01;2026-03-02;21731689;21737958;38044000;9001000;120332000;541000;8628000;176546000;77419000;346883000;-172057000;136708000;-35985000;-181129000;-4149000;-333549000;;-20295000
MTB;335339;USD;2020;FY;2020-12-31;2021-02-22;2023-02-22;128638000;128704000;1353152000;235467000;800000000;55103000;-1654535000;789187000;-172289000;-23705350000;;-22087892000;-636368000;-2667904000;-373750000;21415143000;;116438000
MTB;335339;USD;2021;FY;2021-12-31;2022-02-16;2024-02-21;128834125;128888000;1859000000;234000000;-75000000;175000000;522000000;2715000000;-149000000;-12531000000;;-13120000000;-648000000;-856000000;495000000;10190000000;;-215000000
MTB;335339;USD;2022;FY;2022-12-31;2023-02-22;2025-02-19;128673932;128812000;1992000000;338000000;517000000;-86000000;1813000000;4574000000;-214000000;24441000000;;16592000000;-881000000;2705000000;-1800000000;-20984000000;;182000000
MTB;335339;USD;2023;FY;2023-12-31;2024-02-21;2026-02-18;166361000;167002000;2741000000;366000000;645000000;-215000000;368000000;3905000000;-256000000;-2496000000;;-4764000000;-968000000;5972000000;-594000000;4180000000;;3321000000
MTB;335339;USD;2024;FY;2024-12-31;2025-02-19;2026-02-18;166479000;167319000;2588000000;369000000;610000000;82000000;-39000000;3610000000;-216000000;-2056000000;;-9746000000;-1033000000;232000000;-13000000;-2882000000;;-9018000000
MVBF;9075866;USD;2020;FY;2020-12-31;2021-03-09;2023-03-16;11821574;12088106;37411000;3292000;;1414943000;-1343411000;112235000;-4928000;-71179000;57306000;-294111000;-4736000;-140283000;-11282000;417767000;;235891000
MYFW;10656682;USD;2023;FY;2023-12-31;2024-03-15;2025-03-07;9541050;9725910;5225000;2377000;10355000;7154000;-3231000;21880000;-2347000;-70722000;;-66391000;;-21175000;245000;102441000;;57930000
MYFW;10656682;USD;2024;FY;2024-12-31;2025-03-07;2026-02-27;9649433;9755804;8473000;2565000;1933000;-12568000;203000;606000;-1213000;67749000;;66441000;;-68673000;-89000;-84298000;;-17251000
NAVI;551008;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;193000000;195000000;412000000;;155000000;386000000;34000000;987000000;;6538000000;;6448000000;-123000000;-5049000000;-400000000;-7679000000;;-244000000
NAVI;551008;USD;2021;FY;2021-12-31;2022-02-25;2024-02-26;157000000;157000000;717000000;;-61000000;-386000000;432000000;702000000;;6621000000;-16000000;6673000000;-107000000;-4655000000;-600000000;-7334000000;;41000000
NBHC;6767721;USD;2020;FY;2020-12-31;2021-02-24;2023-02-28;30857086;31075857;88591000;14449000;17630000;-125167000;-1715000;-6212000;-4352000;49209000;;-152591000;-24816000;-241713000;-18393000;654178000;;495375000
NBHC;6767721;USD;2021;FY;2021-12-31;2022-02-23;2024-02-27;30727566;31068159;93606000;13585000;-9293000;126383000;-44779000;179502000;5146000;-166662000;;-473836000;-26888000;39871000;-36178000;528989000;;234655000
