parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,percentage_of_operation,source_id,source_name,source_sector,source_subsector,iso3_country
Government of Vietnam ,E100001000204,state,5493008AE7RS4XK4BZ08,4296549655,VNM,VNM,100,Government of Vietnam  -> Vietnam Electricity LLC [100.0%] -> Can Tho Thermal Power Co [100.0%] -> O Mon Power Complex [100.0%],,Can Tho Thermal Power Co,E100000002642,,,,25452701,O Mon Power Complex,power,electricity-generation,VNM
Vietnam Electricity LLC,E100000004303,legal entity,not found,not found,VNM,VNM,100,Vietnam Electricity LLC -> Can Tho Thermal Power Co [100.0%] -> O Mon Power Complex [100.0%],,Can Tho Thermal Power Co,E100000002642,,,,25452701,O Mon Power Complex,power,electricity-generation,VNM
Samarang UCITS ,E100000187294,legal entity,5493006IVOJZIZ6XRV65,not found,LUX,LUX,,Samarang UCITS  -> Samarang UCITS - Samarang Asian Prosperity  [unknown %] -> Pha Lai Thermal Power JSC [6.99%] -> Pha Lai Power Complex [100.0%],,Pha Lai Thermal Power JSC,E100000121116,,,,25451662,Pha Lai Power Complex,power,electricity-generation,VNM
REE Energy Co Ltd,E100000187293,legal entity,not found,5078563061,VNM,VNM,20.74,REE Energy Co Ltd -> Pha Lai Thermal Power JSC [20.74%] -> Pha Lai Power Complex [100.0%],,Pha Lai Thermal Power JSC,E100000121116,,,,25451662,Pha Lai Power Complex,power,electricity-generation,VNM
Samarang UCITS - Samarang Asian Prosperity ,E100002012053,legal entity,5493003IZ3MO54RNKY93,5073100105,LUX,LUX,6.99,Samarang UCITS - Samarang Asian Prosperity  -> Pha Lai Thermal Power JSC [6.99%] -> Pha Lai Power Complex [100.0%],,Pha Lai Thermal Power JSC,E100000121116,,,,25451662,Pha Lai Power Complex,power,electricity-generation,VNM
Samarang Asset Management SA,E100002012052,legal entity,222100L3EREVV4W8JK54,5057803779,LUX,LUX,,Samarang Asset Management SA -> Samarang UCITS  [unknown %] -> Samarang UCITS - Samarang Asian Prosperity  [unknown %] -> Pha Lai Thermal Power JSC [6.99%] -> Pha Lai Power Complex [100.0%],,Pha Lai Thermal Power JSC,E100000121116,,,,25451662,Pha Lai Power Complex,power,electricity-generation,VNM
Pha Lai Thermal Power JSC,E100000121116,legal entity,not found,4297707621,VNM,VNM,100,Pha Lai Thermal Power JSC -> Pha Lai Power Complex [100.0%],,Pha Lai Thermal Power JSC,E100000121116,,,,25451662,Pha Lai Power Complex,power,electricity-generation,VNM
Refrigeration Electrical Engineering Corp,E100001001129,legal entity,not found,4297974796,VNM,VNM,20.74,Refrigeration Electrical Engineering Corp -> REE Energy Co Ltd [100.0%] -> Pha Lai Thermal Power JSC [20.74%] -> Pha Lai Power Complex [100.0%],,Pha Lai Thermal Power JSC,E100000121116,,,,25451662,Pha Lai Power Complex,power,electricity-generation,VNM
Government of Vietnam ,E100001000204,state,5493008AE7RS4XK4BZ08,4296549655,VNM,VNM,99.19,Government of Vietnam  -> Vietnam Electricity LLC [100.0%] -> Power Generation 3 JSC [99.19%] -> Phu My 1 Thermal power station [100.0%],,Power Generation 3 JSC,E100000002882,,,,448863,Phu My 1 Thermal power station,power,electricity-generation,VNM
Power Generation 3 JSC,E100000002882,legal entity,not found,5040695711,VNM,VNM,100,Power Generation 3 JSC -> Phu My 1 Thermal power station [100.0%],,Power Generation 3 JSC,E100000002882,,,,448863,Phu My 1 Thermal power station,power,electricity-generation,VNM
Vietnam Electricity LLC,E100000004303,legal entity,not found,not found,VNM,VNM,99.19,Vietnam Electricity LLC -> Power Generation 3 JSC [99.19%] -> Phu My 1 Thermal power station [100.0%],,Power Generation 3 JSC,E100000002882,,,,448863,Phu My 1 Thermal power station,power,electricity-generation,VNM
Government of Vietnam ,E100001000204,state,5493008AE7RS4XK4BZ08,4296549655,VNM,VNM,99.19,Government of Vietnam  -> Vietnam Electricity LLC [100.0%] -> Power Generation 3 JSC [99.19%] -> Phu My 2.1 Thermal power station [100.0%],,Power Generation 3 JSC,E100000002882,,,,449760,Phu My 2.1 Thermal power station,power,electricity-generation,VNM
Vietnam Electricity LLC,E100000004303,legal entity,not found,not found,VNM,VNM,99.19,Vietnam Electricity LLC -> Power Generation 3 JSC [99.19%] -> Phu My 2.1 Thermal power station [100.0%],,Power Generation 3 JSC,E100000002882,,,,449760,Phu My 2.1 Thermal power station,power,electricity-generation,VNM
Power Generation 3 JSC,E100000002882,legal entity,not found,5040695711,VNM,VNM,100,Power Generation 3 JSC -> Phu My 2.1 Thermal power station [100.0%],,Power Generation 3 JSC,E100000002882,,,,449760,Phu My 2.1 Thermal power station,power,electricity-generation,VNM
Government of Vietnam ,E100001000204,state,5493008AE7RS4XK4BZ08,4296549655,VNM,VNM,100,Government of Vietnam  -> Vietnam Electricity LLC [100.0%] -> Phu My 2.2 Thermal power station [100.0%],,Vietnam Electricity LLC,E100000004303,,,,450274,Phu My 2.2 Thermal power station,power,electricity-generation,VNM
Vietnam Electricity LLC,E100000004303,legal entity,not found,not found,VNM,VNM,100,Vietnam Electricity LLC -> Phu My 2.2 Thermal power station [100.0%],,Vietnam Electricity LLC,E100000004303,,,,450274,Phu My 2.2 Thermal power station,power,electricity-generation,VNM
Vietnam Electricity LLC,E100000004303,legal entity,not found,not found,VNM,VNM,100,Vietnam Electricity LLC -> Phu My 3 Thermal power station [100.0%],,Vietnam Electricity LLC,E100000004303,,,,449761,Phu My 3 Thermal power station,power,electricity-generation,VNM
Government of Vietnam ,E100001000204,state,5493008AE7RS4XK4BZ08,4296549655,VNM,VNM,100,Government of Vietnam  -> Vietnam Electricity LLC [100.0%] -> Phu My 3 Thermal power station [100.0%],,Vietnam Electricity LLC,E100000004303,,,,449761,Phu My 3 Thermal power station,power,electricity-generation,VNM
Vietnam Electricity LLC,E100000004303,legal entity,not found,not found,VNM,VNM,99.19,Vietnam Electricity LLC -> Power Generation 3 JSC [99.19%] -> Phu My 4 Thermal power station [100.0%],,Power Generation 3 JSC,E100000002882,,,,449762,Phu My 4 Thermal power station,power,electricity-generation,VNM
Government of Vietnam ,E100001000204,state,5493008AE7RS4XK4BZ08,4296549655,VNM,VNM,99.19,Government of Vietnam  -> Vietnam Electricity LLC [100.0%] -> Power Generation 3 JSC [99.19%] -> Phu My 4 Thermal power station [100.0%],,Power Generation 3 JSC,E100000002882,,,,449762,Phu My 4 Thermal power station,power,electricity-generation,VNM
Power Generation 3 JSC,E100000002882,legal entity,not found,5040695711,VNM,VNM,100,Power Generation 3 JSC -> Phu My 4 Thermal power station [100.0%],,Power Generation 3 JSC,E100000002882,,,,449762,Phu My 4 Thermal power station,power,electricity-generation,VNM
China Everbright International Co Ltd,E100002000406,legal entity,not found,not found,CHN,CHN,,China Everbright International Co Ltd -> EB Environmental Energy Co Ltd [unknown %] -> Phu Son WtE power station [unknown %],,EB Environmental Energy Co Ltd,E100002015985,,,,49701603,Phu Son WtE power station,power,electricity-generation,VNM
Samarang UCITS ,E100000187294,legal entity,5493006IVOJZIZ6XRV65,not found,LUX,LUX,,Samarang UCITS  -> Samarang UCITS - Samarang Asian Prosperity  [unknown %] -> Pha Lai Thermal Power JSC [6.99%] -> Quang Ninh Thermal Power JSC [16.35%] -> Quang Ninh power station [100.0%],,Quang Ninh Thermal Power JSC,E100000121154,,,,25451625,Quang Ninh power station,power,electricity-generation,VNM
REE Energy Co Ltd,E100000187293,legal entity,not found,5078563061,VNM,VNM,3.39,REE Energy Co Ltd -> Pha Lai Thermal Power JSC [20.74%] -> Quang Ninh Thermal Power JSC [16.35%] -> Quang Ninh power station [100.0%],,Quang Ninh Thermal Power JSC,E100000121154,,,,25451625,Quang Ninh power station,power,electricity-generation,VNM
Vietnam Electricity LLC,E100000004303,legal entity,not found,not found,VNM,VNM,42,Vietnam Electricity LLC -> EVNGENCO 1 Corp [100.0%] -> Quang Ninh Thermal Power JSC [42.0%] -> Quang Ninh power station [100.0%],,Quang Ninh Thermal Power JSC,E100000121154,,,,25451625,Quang Ninh power station,power,electricity-generation,VNM
Samarang UCITS - Samarang Asian Prosperity ,E100002012053,legal entity,5493003IZ3MO54RNKY93,5073100105,LUX,LUX,1.14,Samarang UCITS - Samarang Asian Prosperity  -> Pha Lai Thermal Power JSC [6.99%] -> Quang Ninh Thermal Power JSC [16.35%] -> Quang Ninh power station [100.0%],,Quang Ninh Thermal Power JSC,E100000121154,,,,25451625,Quang Ninh power station,power,electricity-generation,VNM
State Capital Investment Corporation Corp,E100001012497,state body,not found,5000063329,VNM,VNM,11.42,State Capital Investment Corporation Corp -> Quang Ninh Thermal Power JSC [11.42%] -> Quang Ninh power station [100.0%],,Quang Ninh Thermal Power JSC,E100000121154,,,,25451625,Quang Ninh power station,power,electricity-generation,VNM
Vietnam National Coal and Mineral Industries Holding Corp Ltd,E100001000537,legal entity,not found,5000054659,VNM,VNM,10.62,Vietnam National Coal and Mineral Industries Holding Corp Ltd -> Quang Ninh Thermal Power JSC [10.62%] -> Quang Ninh power station [100.0%],,Quang Ninh Thermal Power JSC,E100000121154,,,,25451625,Quang Ninh power station,power,electricity-generation,VNM
Samarang Asset Management SA,E100002012052,legal entity,222100L3EREVV4W8JK54,5057803779,LUX,LUX,,Samarang Asset Management SA -> Samarang UCITS  [unknown %] -> Samarang UCITS - Samarang Asian Prosperity  [unknown %] -> Pha Lai Thermal Power JSC [6.99%] -> Quang Ninh Thermal Power JSC [16.35%] -> Quang Ninh power station [100.0%],,Quang Ninh Thermal Power JSC,E100000121154,,,,25451625,Quang Ninh power station,power,electricity-generation,VNM
Pha Lai Thermal Power JSC,E100000121116,legal entity,not found,4297707621,VNM,VNM,16.35,Pha Lai Thermal Power JSC -> Quang Ninh Thermal Power JSC [16.35%] -> Quang Ninh power station [100.0%],,Quang Ninh Thermal Power JSC,E100000121154,,,,25451625,Quang Ninh power station,power,electricity-generation,VNM
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,19.61,small shareholder(s)  -> Quang Ninh Thermal Power JSC [19.61%] -> Quang Ninh power station [100.0%],,Quang Ninh Thermal Power JSC,E100000121154,,,,25451625,Quang Ninh power station,power,electricity-generation,VNM
Quang Ninh Thermal Power JSC,E100000121154,legal entity,not found,5000045928,VNM,VNM,100,Quang Ninh Thermal Power JSC -> Quang Ninh power station [100.0%],,Quang Ninh Thermal Power JSC,E100000121154,,,,25451625,Quang Ninh power station,power,electricity-generation,VNM
EVNGENCO 1 Corp,E100000120373,legal entity,not found,5051773174,VNM,VNM,42,EVNGENCO 1 Corp -> Quang Ninh Thermal Power JSC [42.0%] -> Quang Ninh power station [100.0%],,Quang Ninh Thermal Power JSC,E100000121154,,,,25451625,Quang Ninh power station,power,electricity-generation,VNM
Government of Vietnam ,E100001000204,state,5493008AE7RS4XK4BZ08,4296549655,VNM,VNM,10.54,Government of Vietnam  -> Vietnam National Coal and Mineral Industries Holding Corp Ltd [99.27%] -> Quang Ninh Thermal Power JSC [10.62%] -> Quang Ninh power station [100.0%],,Quang Ninh Thermal Power JSC,E100000121154,,,,25451625,Quang Ninh power station,power,electricity-generation,VNM
Refrigeration Electrical Engineering Corp,E100001001129,legal entity,not found,4297974796,VNM,VNM,3.39,Refrigeration Electrical Engineering Corp -> REE Energy Co Ltd [100.0%] -> Pha Lai Thermal Power JSC [20.74%] -> Quang Ninh Thermal Power JSC [16.35%] -> Quang Ninh power station [100.0%],,Quang Ninh Thermal Power JSC,E100000121154,,,,25451625,Quang Ninh power station,power,electricity-generation,VNM
Thien Y Energy Environmental JSC,E100000132933,legal entity,not found,5082731939,VNM,VNM,100,Thien Y Energy Environmental JSC -> Soc Son Waste-to-Energy power station [100.0%],,Thien Y Energy Environmental JSC,E100000132933,,,,49699732,Soc Son Waste-to-Energy power station,power,electricity-generation,VNM
Vietnam National Coal and Mineral Industries Holding Corp Ltd,E100001000537,legal entity,not found,5000054659,VNM,VNM,100,Vietnam National Coal and Mineral Industries Holding Corp Ltd -> Son Dong power station [100.0%],,Vietnam National Coal and Mineral Industries Holding Corp Ltd,E100001000537,,,,25453434,Son Dong power station,power,electricity-generation,VNM
Government of Vietnam ,E100001000204,state,5493008AE7RS4XK4BZ08,4296549655,VNM,VNM,99.27,Government of Vietnam  -> Vietnam National Coal and Mineral Industries Holding Corp Ltd [99.27%] -> Son Dong power station [100.0%],,Vietnam National Coal and Mineral Industries Holding Corp Ltd,E100001000537,,,,25453434,Son Dong power station,power,electricity-generation,VNM
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,0.73,small shareholder(s)  -> Vietnam National Coal and Mineral Industries Holding Corp Ltd [0.73%] -> Son Dong power station [100.0%],,Vietnam National Coal and Mineral Industries Holding Corp Ltd,E100001000537,,,,25453434,Son Dong power station,power,electricity-generation,VNM
Government of Vietnam ,E100001000204,state,5493008AE7RS4XK4BZ08,4296549655,VNM,VNM,79.97,Government of Vietnam  -> Vietnam Oil and Gas Group Co [100.0%] -> PetroVietnam Power Corporation JSC [79.97%] -> Song Hau Thermal Power Plant [100.0%],,PetroVietnam Power Corporation JSC,E100000003809,,,,25454319,Song Hau Thermal Power Plant,power,electricity-generation,VNM
PetroVietnam Power Corporation JSC,E100000003809,legal entity,not found,4298106050,VNM,VNM,100,PetroVietnam Power Corporation JSC -> Song Hau Thermal Power Plant [100.0%],,PetroVietnam Power Corporation JSC,E100000003809,,,,25454319,Song Hau Thermal Power Plant,power,electricity-generation,VNM
Vietnam Oil and Gas Group Co,E100000001337,legal entity,not found,5000061087,VNM,VNM,79.97,Vietnam Oil and Gas Group Co -> PetroVietnam Power Corporation JSC [79.97%] -> Song Hau Thermal Power Plant [100.0%],,PetroVietnam Power Corporation JSC,E100000003809,,,,25454319,Song Hau Thermal Power Plant,power,electricity-generation,VNM
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,20.06,small shareholder(s)  -> PetroVietnam Power Corporation JSC [20.06%] -> Song Hau Thermal Power Plant [100.0%],,PetroVietnam Power Corporation JSC,E100000003809,,,,25454319,Song Hau Thermal Power Plant,power,electricity-generation,VNM
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,13.37,small shareholder(s)  -> PetroVietnam Power Corporation JSC [20.06%] -> Thai Binh Power Center [66.67%],,PetroVietnam Power Corporation JSC,E100000003809,,,,25454238,Thai Binh Power Center,power,electricity-generation,VNM
PetroVietnam Power Corporation JSC,E100000003809,legal entity,not found,4298106050,VNM,VNM,66.67,PetroVietnam Power Corporation JSC -> Thai Binh Power Center [66.67%],,PetroVietnam Power Corporation JSC,E100000003809,,,,25454238,Thai Binh Power Center,power,electricity-generation,VNM
Government of Vietnam ,E100001000204,state,5493008AE7RS4XK4BZ08,4296549655,VNM,VNM,33.33,Government of Vietnam  -> Vietnam Electricity LLC [100.0%] -> Thai Binh Power Center [33.33%],,Vietnam Electricity LLC,E100000004303,,,,25454238,Thai Binh Power Center,power,electricity-generation,VNM
Vietnam Oil and Gas Group Co,E100000001337,legal entity,not found,5000061087,VNM,VNM,53.32,Vietnam Oil and Gas Group Co -> PetroVietnam Power Corporation JSC [79.97%] -> Thai Binh Power Center [66.67%],,PetroVietnam Power Corporation JSC,E100000003809,,,,25454238,Thai Binh Power Center,power,electricity-generation,VNM
Vietnam Electricity LLC,E100000004303,legal entity,not found,not found,VNM,VNM,33.33,Vietnam Electricity LLC -> Thai Binh Power Center [33.33%],,Vietnam Electricity LLC,E100000004303,,,,25454238,Thai Binh Power Center,power,electricity-generation,VNM
Geleximco Group JSC,E100000120489,legal entity,not found,4295971231,VNM,VNM,100,Geleximco Group JSC -> Thang Long power station [100.0%],,Geleximco Group JSC,E100000120489,,,,25454671,Thang Long power station,power,electricity-generation,VNM
Government of Vietnam ,E100001000204,state,5493008AE7RS4XK4BZ08,4296549655,VNM,VNM,100,Government of Vietnam  -> Vietnam Electricity LLC [100.0%] -> EVNGENCO 1 Corp [100.0%] -> Uong Bi power station [100.0%],,EVNGENCO 1 Corp,E100000120373,,,,448860,Uong Bi power station,power,electricity-generation,VNM
Vietnam Electricity LLC,E100000004303,legal entity,not found,not found,VNM,VNM,100,Vietnam Electricity LLC -> EVNGENCO 1 Corp [100.0%] -> Uong Bi power station [100.0%],,EVNGENCO 1 Corp,E100000120373,,,,448860,Uong Bi power station,power,electricity-generation,VNM
EVNGENCO 1 Corp,E100000120373,legal entity,not found,5051773174,VNM,VNM,100,EVNGENCO 1 Corp -> Uong Bi power station [100.0%],,EVNGENCO 1 Corp,E100000120373,,,,448860,Uong Bi power station,power,electricity-generation,VNM
PCD Nominee (Filipino) Corp,E100002008182,legal entity,not found,5068931781,PHL,PHL,,PCD Nominee (Filipino) Corp -> Aboitiz Power Corp [14.67%] -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Resona Bank Ltd,E100001016256,legal entity,549300RHQA2HXUOC5Z25,5000007230,JPN,JPN,,Resona Bank Ltd -> Custody Bank of Japan Ltd [16.7%] -> Sumitomo Corp [5.13%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
The Master Trust Bank of Japan Ltd,E100001000178,legal entity,5493009GCYS5Q8HOI372,4296024114,JPN,JPN,,The Master Trust Bank of Japan Ltd -> Sumitomo Corp [16.16%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Blackrock Advisors LLC,E100001015833,legal entity,5493001LN9MRM6A35J74,4296341404,USA,USA,,Blackrock Advisors LLC -> BlackRock Inc [5.07%] -> State Street Corp [8.81%] -> State Street Bank and Trust Co [100.0%] -> Sumitomo Corp [9.46%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Custody Bank of Japan Ltd,E100001000179,legal entity,549300300IVF7LGDV529,5000069627,JPN,JPN,,Custody Bank of Japan Ltd -> Sumitomo Corp [5.13%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Norinchukin Bank ,E100001016492,legal entity,5493007VSMFZCPV1NB83,4295878071,JPN,JPN,,Norinchukin Bank  -> The Norinchukin Trust & Banking Co Ltd [100.0%] -> The Master Trust Bank of Japan Ltd [10.0%] -> Sumitomo Corp [16.16%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> Sumitomo Corp [69.25%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
JERA Co Inc,E100000001533,legal entity,353800OO5E7W1FV1SB75,5046279622,JPN,JPN,,JERA Co Inc -> JERA Asia Pte Ltd [100.0%] -> Aboitiz Power Corp [27.57%] -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Mitsubishi UFJ Financial Group Inc,E100001016498,legal entity,353800V2V8PUY9TK3E06,5000000933,JPN,JPN,,Mitsubishi UFJ Financial Group Inc -> Mitsubishi UFJ Trust and Banking Corp [100.0%] -> The Master Trust Bank of Japan Ltd [46.5%] -> Sumitomo Corp [16.16%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
The Dai-ichi Life Insurance Co Ltd,E100000133542,legal entity,3538001235ACEIORUV72,5050714842,JPN,JPN,,The Dai-ichi Life Insurance Co Ltd -> Custody Bank of Japan Ltd [8.0%] -> Sumitomo Corp [5.13%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
BlackRock Inc,E100001000348,legal entity,549300LRIF3NWCU26A80,4295900990,USA,USA,,BlackRock Inc -> State Street Corp [8.81%] -> State Street Bank and Trust Co [100.0%] -> Sumitomo Corp [9.46%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
JERA Asia Pte Ltd,E100001000511,legal entity,not found,5080194411,SGP,SGP,,JERA Asia Pte Ltd -> Aboitiz Power Corp [27.57%] -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Ramon Aboitiz Foundation Inc,E100001001034,legal entity,not found,5043341002,PHL,PHL,,Ramon Aboitiz Foundation Inc -> Aboitiz Equity Ventures Inc [7.68%] -> Aboitiz Power Corp [53.09%] -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
State Street Bank and Trust Co,E100000136108,legal entity,571474TGEMMWANRLN572,4296555888,USA,USA,,State Street Bank and Trust Co -> Sumitomo Corp [9.46%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Mitsubishi UFJ Trust and Banking Corp,E100001016125,legal entity,JBONEPAGQXF4QP29B387,4295880553,JPN,JPN,,Mitsubishi UFJ Trust and Banking Corp -> The Master Trust Bank of Japan Ltd [46.5%] -> Sumitomo Corp [16.16%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Aboitiz Power Corp,E100000001371,legal entity,254900UHTKF4VBSFTL94,4295886111,PHL,PHL,,Aboitiz Power Corp -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
natural person(s) ,E100000123261,person,not applicable,not applicable,,,,natural person(s)  -> Mizuho Financial Group Inc [21.13%] -> Custody Bank of Japan Ltd [27.0%] -> Sumitomo Corp [5.13%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Government of Thailand ,E100001000153,state,not found,5035526557,THA,THA,,Government of Thailand  -> Electricity Generating Authority of Thailand  [100.0%] -> EGAT International Co Ltd [99.99%] -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Nippon Life Insurance Co,E100001000382,legal entity,549300Y0HHMFW3EVWY08,4295880569,JPN,JPN,,Nippon Life Insurance Co -> The Master Trust Bank of Japan Ltd [33.5%] -> Sumitomo Corp [16.16%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Philippine Depository and Trust Corp,E100002022406,legal entity,549300UJRT4KE08RIS90,5000033814,PHL,PHL,,Philippine Depository and Trust Corp -> PCD Nominee (Filipino) Corp [unknown %] -> Aboitiz Power Corp [14.67%] -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Meiji Yasuda Life Insurance Co,E100001011617,legal entity,549300SLU4LP6YMRLK07,4295878049,JPN,JPN,,Meiji Yasuda Life Insurance Co -> The Master Trust Bank of Japan Ltd [10.0%] -> Sumitomo Corp [16.16%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Resonac Holdings Corp,E100002011285,legal entity,5493006AIPA1V92YPP18,4295877962,JPN,JPN,,Resonac Holdings Corp -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Sumitomo Corp [5.13%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Electricity Generating Authority of Thailand ,E100000002129,legal entity,not found,4295893311,THA,THA,,Electricity Generating Authority of Thailand  -> EGAT International Co Ltd [99.99%] -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Investment House Association of the Philippines ,E100002022912,legal entity,not found,5035154609,PHL,PHL,,Investment House Association of the Philippines  -> Philippine Depository and Trust Corp [2.28%] -> PCD Nominee (Filipino) Corp [unknown %] -> Aboitiz Power Corp [14.67%] -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Aboitiz & Company Inc,E100000120026,legal entity,254900P24RO3PVCKV074,5000039620,PHL,PHL,,Aboitiz & Company Inc -> Aboitiz Equity Ventures Inc [49.26%] -> Aboitiz Power Corp [53.09%] -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Tokyo Electric Power Co,E100000000659,legal entity,5299004EMJ3R4RVR5Y75,4295880644,JPN,JPN,,Tokyo Electric Power Co -> JERA Co Inc [50.0%] -> JERA Asia Pte Ltd [100.0%] -> Aboitiz Power Corp [27.57%] -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Sumitomo Corp,E100000000657,legal entity,V82KK8NH1P0JS71FJC05,5000000997,JPN,JPN,,Sumitomo Corp -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Daiichi Life Group Inc,E100002022203,legal entity,549300ZUFXI7JXZVTZ25,4295880128,JPN,JPN,,Daiichi Life Group Inc -> The Dai-ichi Life Insurance Co Ltd [100.0%] -> Custody Bank of Japan Ltd [8.0%] -> Sumitomo Corp [5.13%] -> Van Phong Power Co Ltd [50.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
Government of Japan ,E100001011136,state,353800WZS8AXZXFUC241,5035561315,JPN,JPN,,Government of Japan  -> Nuclear Damage Compensation and Decommissioning Facilitation Corp [100.0%] -> Tokyo Electric Power Co [54.75%] -> JERA Co Inc [50.0%] -> JERA Asia Pte Ltd [100.0%] -> Aboitiz Power Corp [27.57%] -> Van Phong Power Co Ltd [25.0%] -> Van Phong power station [unknown %],,Van Phong Power Co Ltd,E100001011943,,,,718471,Van Phong power station,power,electricity-generation,VNM
