ticker,security,gics_sector,level_score,level_intensity_tco2e_per_usd,scope1_is_estimated,scope2_is_estimated,velocity_score,velocity_basis,velocity_details,integrity_score,integrity_disclosure_quality,integrity_cross_source_agreement,integrity_basis,environmental_composite_score
UNH,UnitedHealth Group,Health Care,100.0,3.8450168263156883e-07,False,False,100.0,measured_trend,"Measured: 131,593 -> 24,487 tCO2e over 3 yr(s) (12/31/2021 baseline, 2024 assumed current year) = 27.13%/yr observed vs. 4.2%/yr required (1.5C pathway).",99.0,100.0,97.4,with_cross_validation,99.7
LHX,L3Harris,Industrials,98.6,1.11114650210742e-05,False,False,100.0,measured_trend,"Measured: 109,574 -> 49,788 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = 10.91%/yr observed vs. 4.2%/yr required (1.5C pathway).",97.9,100.0,94.8,with_cross_validation,98.8
AFL,Aflac,Financials,98.0,5.656096016051224e-07,False,False,100.0,measured_trend,"Measured: 3,499 -> 2,850 tCO2e over 1 yr(s) (12/31/2023 baseline, 2024 assumed current year) = 18.55%/yr observed vs. 4.2%/yr required (1.5C pathway).",97.8,100.0,94.4,with_cross_validation,98.6
AIZ,Assurant,Financials,95.4,9.140768041872577e-07,False,False,100.0,measured_trend,"Measured: 2,132 -> 1,282 tCO2e over 3 yr(s) (12/31/2021 baseline, 2024 assumed current year) = 13.29%/yr observed vs. 4.2%/yr required (1.5C pathway).",97.6,100.0,94.0,with_cross_validation,97.7
ADBE,Adobe Inc.,Information Technology,98.7,1.1708865723520327e-06,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,93.7,90.0,99.2,with_cross_validation,97.5
PANW,Palo Alto Networks,Information Technology,98.4,1.3418988948560772e-06,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,93.1,90.0,97.7,with_cross_validation,97.2
ECL,Ecolab,Materials,100.0,2.184830030592627e-05,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,90.8,90.0,92.1,with_cross_validation,96.9
HUBB,Hubbell Incorporated,Industrials,95.5,2.0354186868478708e-05,False,False,100.0,measured_trend,"Measured: 50,740 -> 38,382 tCO2e over 2 yr(s) (12/31/2022 baseline, 2024 assumed current year) = 12.18%/yr observed vs. 4.2%/yr required (1.5C pathway).",94.9,100.0,87.3,with_cross_validation,96.8
AMP,Ameriprise Financial,Financials,94.1,1.085034496447408e-06,False,False,100.0,measured_trend,"Measured: 7,687 -> 5,899 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = 4.65%/yr observed vs. 4.2%/yr required (1.5C pathway).",95.4,100.0,88.6,with_cross_validation,96.5
V,Visa Inc.,Financials,99.9,3.129608020193295e-07,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,88.8,90.0,86.9,with_cross_validation,96.2
CDNS,Cadence Design Systems,Information Technology,99.7,6.706497053441677e-07,False,False,100.0,measured_trend,"Measured: 6,314 -> 2,853 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = 10.96%/yr observed vs. 4.2%/yr required (1.5C pathway).",88.5,100.0,71.3,with_cross_validation,96.1
GWW,W. W. Grainger,Industrials,100.0,4.457415835838316e-06,False,False,96.5,measured_trend,"Measured: 37,000 -> 28,000 tCO2e over 6 yr(s) (12/31/2018 baseline, 2024 assumed current year) = 4.05%/yr observed vs. 4.2%/yr required (1.5C pathway).",90.5,100.0,76.3,with_cross_validation,95.7
TT,Trane Technologies,Industrials,97.9,1.3207938478556026e-05,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,87.9,90.0,84.7,with_cross_validation,95.3
SLB,Schlumberger,Energy,100.0,4.7955672712469725e-05,False,False,85.4,measured_trend,"Measured: 1,667,956 -> 1,368,937 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = 3.59%/yr observed vs. 4.2%/yr required (1.5C pathway).",98.1,100.0,95.2,with_cross_validation,94.5
INTU,Intuit,Information Technology,99.2,9.424655204467711e-07,False,False,86.5,measured_trend,"Measured: 4,680 -> 4,340 tCO2e over 2 yr(s) (07/31/2022 baseline, 2024 assumed current year) = 3.63%/yr observed vs. 4.2%/yr required (1.5C pathway).",97.5,100.0,93.8,with_cross_validation,94.4
CSGP,CoStar Group,Real Estate,99.9,3.161417322834646e-06,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,82.1,72.0,97.3,with_cross_validation,94.0
HAS,Hasbro,Consumer Discretionary,100.0,1.208565944401279e-06,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,82.0,90.0,70.1,with_cross_validation,94.0
MNST,Monster Beverage,Consumer Staples,100.0,2.241685182021591e-06,False,False,100.0,measured_trend,"Measured: 15,232 -> 10,647 tCO2e over 1 yr(s) (12/31/2023 baseline, 2024 assumed current year) = 30.10%/yr observed vs. 4.2%/yr required (1.5C pathway).",81.4,100.0,53.5,with_cross_validation,93.8
JCI,Johnson Controls,Industrials,92.2,3.008745710630181e-05,False,False,100.0,measured_trend,"Measured: 682,761 -> 451,311 tCO2e over 7 yr(s) (09/30/2017 baseline, 2024 assumed current year) = 4.84%/yr observed vs. 4.2%/yr required (1.5C pathway).",86.5,100.0,66.3,with_cross_validation,92.9
MKC,McCormick & Company,Consumer Staples,86.5,1.0618213052249329e-05,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,91.9,90.0,94.6,with_cross_validation,92.8
PLD,Prologis,Real Estate,100.0,3.1177924838675167e-07,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,74.4,90.0,51.1,with_cross_validation,91.5
PM,Philip Morris International,Consumer Staples,91.5,8.176601159639974e-06,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,82.5,90.0,71.2,with_cross_validation,91.3
AVY,Avery Dennison,Materials,99.5,3.4393744433278396e-05,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,93.6,90.0,99.0,with_cross_validation,91.0
META,Meta Platforms,Communication Services,100.0,2.9444856444436044e-07,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (Commitment removed) = 4/5 -> 80.0.,90.0,90.0,,disclosure_quality_only,90.0
NOW,ServiceNow,Information Technology,100.0,1.971897875047118e-07,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,89.6,90.0,89.0,with_cross_validation,89.9
SNPS,Synopsys,Information Technology,96.0,2.6542199134259276e-06,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,93.7,90.0,99.2,with_cross_validation,89.9
EBAY,eBay Inc,Consumer Discretionary,100.0,4.2450867899304163e-07,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,69.1,90.0,37.7,with_cross_validation,89.7
TPR,"Tapestry, Inc.",Consumer Discretionary,95.5,3.415331978034188e-06,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,72.0,90.0,45.1,with_cross_validation,89.2
CMI,Cummins,Industrials,94.6,2.2867522831558788e-05,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,92.4,90.0,96.0,with_cross_validation,89.0
ADSK,Autodesk,Information Technology,100.0,1.1899871434764629e-07,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,86.1,90.0,80.3,with_cross_validation,88.7
XYL,Xylem Inc.,Industrials,100.0,5.693403702198885e-06,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (Commitment removed) = 4/5 -> 80.0.,83.7,90.0,74.2,with_cross_validation,87.9
LITE,Lumentum,Information Technology,76.6,1.3032846161843296e-05,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,85.0,90.0,77.5,with_cross_validation,87.2
DE,Deere & Company,Industrials,98.3,1.2057921148433697e-05,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,82.5,90.0,71.3,with_cross_validation,86.9
NVDA,Nvidia,Information Technology,100.0,2.410040505422478e-07,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,79.9,90.0,64.7,with_cross_validation,86.6
BMY,Bristol Myers Squibb,Health Care,67.9,7.42432792558456e-06,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,91.1,90.0,92.8,with_cross_validation,86.3
PH,Parker Hannifin,Industrials,91.4,3.2371364857296826e-05,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,83.4,80.0,88.4,with_cross_validation,84.9
HUM,Humana,Health Care,100.0,6.630399361982079e-07,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,74.5,72.0,78.4,with_cross_validation,84.8
YUM,Yum! Brands,Consumer Discretionary,84.8,8.402399802282411e-06,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (Commitment removed) = 4/5 -> 80.0.,86.7,90.0,81.7,with_cross_validation,83.8
LRCX,Lam Research,Information Technology,89.5,6.134158331230182e-06,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,81.6,72.0,96.1,with_cross_validation,83.7
MCD,McDonald's,Consumer Discretionary,57.7,2.1053606529657963e-05,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,93.5,90.0,98.7,with_cross_validation,83.7
MO,Altria,Consumer Staples,98.0,5.0097532145129706e-06,False,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,52.7,34.0,80.7,with_cross_validation,83.6
QCOM,Qualcomm,Information Technology,93.4,4.028045096356476e-06,False,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,57.1,34.0,91.7,with_cross_validation,83.5
PYPL,PayPal,Financials,97.5,6.350621381359479e-07,True,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,71.7,56.0,95.4,with_cross_validation,83.1
RL,Ralph Lauren Corporation,Consumer Discretionary,82.6,9.410786097280736e-06,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (Commitment removed) = 4/5 -> 80.0.,86.4,90.0,81.1,with_cross_validation,83.0
KDP,Keurig Dr Pepper,Consumer Staples,75.3,1.6102937297455443e-05,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,93.2,90.0,97.9,with_cross_validation,82.8
PEP,PepsiCo,Consumer Staples,90.8,8.541000076251297e-06,False,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,56.6,34.0,90.5,with_cross_validation,82.5
TEL,TE Connectivity,Information Technology,76.7,1.3008902200895218e-05,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,90.8,90.0,92.1,with_cross_validation,82.5
GIS,General Mills,Consumer Staples,93.5,7.2301106040541605e-06,False,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,52.6,34.0,80.4,with_cross_validation,82.0
AXP,American Express,Financials,97.1,6.765924497583976e-07,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,46.5,12.0,98.3,with_cross_validation,81.2
EL,Estée Lauder Companies (The),Consumer Staples,100.0,2.0476111456606495e-06,False,False,57.2,measured_trend,"Measured: 34,522 -> 29,543 tCO2e over 6 yr(s) (06/30/2018 baseline, 2024 assumed current year) = 2.40%/yr observed vs. 4.2%/yr required (1.5C pathway).",85.8,100.0,64.6,with_cross_validation,81.0
ANET,Arista Networks,Information Technology,97.2,1.981007134183364e-06,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,44.6,12.0,93.6,with_cross_validation,80.6
DELL,Dell Technologies,Information Technology,96.9,2.140196453318343e-06,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,44.3,12.0,92.8,with_cross_validation,80.4
PTC,PTC Inc.,Information Technology,97.8,1.6708689362891069e-06,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,43.2,12.0,90.0,with_cross_validation,80.3
NKE,"Nike, Inc.",Consumer Discretionary,99.6,1.4981248819811228e-06,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,59.8,72.0,41.6,with_cross_validation,79.8
NDAQ,"Nasdaq, Inc.",Financials,95.8,8.57035961934342e-07,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,43.2,12.0,89.9,with_cross_validation,79.7
AES,AES Corporation,Utilities,39.5,0.0025949334815266213,False,False,100.0,measured_trend,"Measured: 51,809,568 -> 33,401,594 tCO2e over 8 yr(s) (12/31/2016 baseline, 2024 assumed current year) = 4.44%/yr observed vs. 4.2%/yr required (1.5C pathway).",98.7,100.0,96.7,with_cross_validation,79.4
IR,Ingersoll Rand,Industrials,96.3,1.8106305995367874e-05,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,41.1,12.0,84.7,with_cross_validation,79.1
SPGI,S&P Global,Financials,93.5,1.1551854333462842e-06,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,43.8,12.0,91.4,with_cross_validation,79.1
VZ,Verizon,Communication Services,90.5,4.667532323633352e-06,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Committed) = 5/5 -> 100.0.,46.9,12.0,99.3,with_cross_validation,79.1
TMO,Thermo Fisher Scientific,Health Care,80.1,4.852894984461326e-06,False,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,56.8,34.0,91.0,with_cross_validation,79.0
HPQ,HP Inc.,Information Technology,96.4,2.4336583714784664e-06,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,39.4,12.0,80.5,with_cross_validation,78.6
TER,Teradyne,Information Technology,95.3,2.992698595886526e-06,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,40.1,12.0,82.3,with_cross_validation,78.5
PCAR,Paccar,Industrials,98.9,1.0274196372272903e-05,False,False,60.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 1/2 for ambition (Well-below 2°C) + 0/1 for a net-zero target (none) = 3/5 -> 60.0.,75.9,90.0,54.8,with_cross_validation,78.3
DOV,Dover Corporation,Industrials,95.6,2.018071481266372e-05,False,False,39.1,measured_trend,"Measured: 57,601 -> 54,787 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = 0.98%/yr observed vs. 2.5%/yr required (well-below-2C pathway).",99.9,100.0,99.9,with_cross_validation,78.2
ROK,Rockwell Automation,Industrials,95.9,1.9281801646068934e-05,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,38.3,12.0,77.7,with_cross_validation,78.1
MRSH,Marsh McLennan,Financials,92.2,1.337553234937926e-06,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,41.9,12.0,86.8,with_cross_validation,78.0
VTR,Ventas,Real Estate,73.4,5.873776335465833e-05,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,80.7,90.0,66.7,with_cross_validation,78.0
SYY,Sysco,Consumer Staples,77.0,1.52808299720358e-05,False,False,60.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 1/2 for ambition (Well-below 2°C) + 0/1 for a net-zero target (none) = 3/5 -> 60.0.,93.8,90.0,99.5,with_cross_validation,76.9
BBY,Best Buy,Consumer Discretionary,89.2,6.350702291419792e-06,False,False,52.8,measured_trend,"Measured: 219,636 -> 185,561 tCO2e over 7 yr(s) (12/31/2017 baseline, 2024 assumed current year) = 2.22%/yr observed vs. 4.2%/yr required (1.5C pathway).",88.5,100.0,71.2,with_cross_validation,76.8
BKNG,Booking Holdings,Consumer Discretionary,88.7,6.560868845321722e-06,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,41.4,12.0,85.5,with_cross_validation,76.7
CVS,CVS Health,Health Care,82.3,4.39103346376023e-06,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,43.8,12.0,91.5,with_cross_validation,75.4
DAL,Delta Air Lines,Industrials,93.6,2.5903374684488354e-05,False,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 1/2 for ambition (Well-below 2°C) + 1/1 for a net-zero target (Committed) = 4/5 -> 80.0.,52.5,34.0,80.2,with_cross_validation,75.4
FLEX,Flex Ltd.,Information Technology,63.5,2.0065535043774102e-05,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,82.6,90.0,71.6,with_cross_validation,75.4
TGT,Target Corporation,Consumer Staples,76.5,1.5516262021197167e-05,False,False,60.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 0/2 for ambition (2°C) + 1/1 for a net-zero target (Committed) = 3/5 -> 60.0.,88.5,90.0,86.2,with_cross_validation,75.0
PPG,PPG Industries,Materials,84.6,0.00018270234230078258,False,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,60.2,34.0,99.4,with_cross_validation,74.9
NRG,NRG Energy,Utilities,84.3,0.0006989795835638041,False,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (Commitment removed) = 4/5 -> 80.0.,60.2,34.0,99.5,with_cross_validation,74.8
MA,Mastercard,Financials,97.0,6.912663887640618e-07,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,47.1,12.0,99.7,with_cross_validation,74.7
NFLX,Netflix,Communication Services,97.0,3.7749205928305135e-06,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (Commitment removed) = 4/5 -> 80.0.,47.1,12.0,99.9,with_cross_validation,74.7
CMS,CMS Energy,Utilities,60.9,0.0016906657824819074,False,False,62.7,measured_trend,"Measured: 20,132,836 -> 14,834,761 tCO2e over 10 yr(s) (12/31/2014 baseline, 2024 assumed current year) = 2.63%/yr observed vs. 4.2%/yr required (1.5C pathway).",99.4,100.0,98.5,with_cross_validation,74.3
SWK,Stanley Black & Decker,Industrials,96.2,1.8251795391046353e-05,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,45.4,12.0,95.6,with_cross_validation,73.9
MMM,3M,Industrials,85.8,4.902651216732378e-05,False,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,55.5,34.0,87.8,with_cross_validation,73.8
HON,Honeywell,Industrials,89.1,3.9256929403614255e-05,False,False,60.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 1/2 for ambition (Well-below 2°C) + 0/1 for a net-zero target (none) = 3/5 -> 60.0.,72.0,72.0,,disclosure_quality_only,73.7
BR,Broadridge Financial Solutions,Industrials,96.8,1.6441392039375133e-05,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,24.2,12.0,42.5,with_cross_validation,73.7
CIEN,Ciena,Information Technology,95.4,2.9920638658728617e-06,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,45.8,12.0,96.5,with_cross_validation,73.7
NTAP,NetApp,Information Technology,95.2,3.0991611150931795e-06,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,45.7,12.0,96.2,with_cross_validation,73.6
ZBH,Zimmer Biomet,Health Care,74.3,6.082220759684092e-06,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,46.6,12.0,98.6,with_cross_validation,73.6
FTNT,Fortinet,Information Technology,94.3,3.5803597828125283e-06,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (Commitment removed) = 4/5 -> 80.0.,46.1,12.0,97.2,with_cross_validation,73.5
FFIV,"F5, Inc.",Information Technology,94.4,3.4910671131558117e-06,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,45.1,12.0,94.8,with_cross_validation,73.2
WELL,Welltower,Real Estate,78.7,4.7552204301810713e-05,False,False,60.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 1/2 for ambition (Well-below 2°C) + 0/1 for a net-zero target (none) = 3/5 -> 60.0.,81.0,90.0,67.4,with_cross_validation,73.2
FDX,FedEx,Industrials,45.7,0.00016690264991554054,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,93.5,90.0,98.7,with_cross_validation,73.1
WDAY,"Workday, Inc.",Information Technology,98.1,1.5279665478453547e-06,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,41.3,12.0,85.2,with_cross_validation,73.1
CDW,CDW Corporation,Information Technology,97.0,2.1282105256908504e-06,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,41.8,12.0,86.4,with_cross_validation,72.9
KEYS,Keysight Technologies,Information Technology,93.4,4.055651698705041e-06,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,45.2,12.0,95.1,with_cross_validation,72.9
VRSK,Verisk Analytics,Industrials,96.3,1.798252551020408e-05,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,22.5,12.0,38.2,with_cross_validation,72.9
KHC,Kraft Heinz,Consumer Staples,71.4,1.8028048378119694e-05,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,46.3,12.0,97.7,with_cross_validation,72.6
HSIC,Henry Schein,Health Care,70.4,6.9009852141836575e-06,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,46.4,12.0,98.1,with_cross_validation,72.3
